variant,order,step,case,scope,tp,fp,tn,fn,dice,precision,recall,foreground_iou,delta_dice_vs_A_init,delta_foreground_iou_vs_A_init,delta_precision_vs_A_init,delta_recall_vs_A_init
A2_joint_product,forward,12,CYST_PA62.nii.gz,full_volume,416719,246786,11844284,796607,0.44406662080922576,0.6280570606099427,0.3434518010823142,0.28540207874464424,0.01437090300870586,0.011763572710223047,-0.0440046775291435,0.027645496758496868
A2_joint_product,forward,12,HEM_PA29.nii.gz,full_volume,617624,156271,14345236,794431,0.565085203229717,0.7980720898829945,0.43739372758143275,0.39381098062520165,0.04349315810827692,0.041004406904969704,-0.0022499335611326776,0.05053415058195326
A2_joint_product,forward,12,HEP_PA28.nii.gz,full_volume,448151,194236,6774549,460219,0.5779770782914408,0.6976339807623754,0.4933573323645651,0.40644708989430495,0.02291174969012222,0.022301467543073494,-0.04080997817466814,0.04871142816253288
A2_joint_product,forward,12,HEM_PA107.nii.gz,full_volume,435956,67782,11710819,384659,0.6583682749236797,0.8654419559374119,0.5312552171237426,0.4907220533162539,0.03373701303069099,0.03656656425613469,-0.05842092662129916,0.05944078526471003
A2_joint_product,forward,16,CYST_PA62.nii.gz,full_volume,435285,266555,11824515,778041,0.45456634046343763,0.6202054599338881,0.3587535419170116,0.29413513654138407,0.02487062266291773,0.020496630506962876,-0.051856278205198114,0.04294723759319424
A2_joint_product,forward,16,HEM_PA29.nii.gz,full_volume,659613,172807,14328700,752442,0.5877659586317513,0.7924040748660532,0.4671298214304684,0.41619585806209,0.06617391351031121,0.06338928434185803,-0.00791794857807393,0.0802702444309889
A2_joint_product,forward,16,HEP_PA28.nii.gz,full_volume,516686,220756,6748029,391684,0.6278797335297106,0.700646288114862,0.5688056628906722,0.4575981777055882,0.07281440492839197,0.07345255535435674,-0.03779767082218155,0.12415975868864004
A2_joint_product,forward,16,HEM_PA107.nii.gz,full_volume,469686,81295,11697306,350929,0.6848751381602163,0.8524540773638293,0.5723585359760668,0.5207681475978756,0.0602438762672276,0.06661265853775639,-0.0714088051948818,0.10054410411703424
A2_joint_product,forward,20,CYST_PA62.nii.gz,full_volume,557307,305814,11785256,656019,0.536789043977525,0.6456881480116925,0.45932173216431527,0.366856905880959,0.10709332617700512,0.09321839984653779,-0.02637359012739371,0.14351542784049792
A2_joint_product,forward,20,HEM_PA29.nii.gz,full_volume,713403,223490,14278017,698652,0.6074234082661685,0.7614562175189696,0.5052232384715892,0.4361867145202364,0.08583136314472839,0.08338014080000444,-0.03886580592515754,0.11836366147210975
A2_joint_product,forward,20,HEP_PA28.nii.gz,full_volume,546355,250690,6718095,362015,0.6407296757680682,0.685475725962775,0.6014674636987131,0.4713776681103653,0.08566434716674953,0.08723204575913385,-0.05296823297426856,0.15682155949668086
A2_joint_product,forward,20,HEM_PA107.nii.gz,full_volume,505917,96354,11682247,314698,0.7111138910636552,0.8400155411766463,0.6165095690427301,0.5517274847895621,0.08648262917066651,0.09757199572944292,-0.08384734138206473,0.1446951371836976
A2_joint_product,reverse,20,CYST_PA62.nii.gz,full_volume,590747,317339,11773731,622579,0.556937549141798,0.6505408078089521,0.48688233829984684,0.3859414045529231,0.12724183134127814,0.11230289851850189,-0.021520930330134136,0.1710760339760295
A2_joint_product,reverse,20,HEM_PA29.nii.gz,full_volume,775177,237087,14264420,636878,0.6395008247676977,0.7657854077592406,0.5489708262071945,0.4700486677314628,0.11790877964625757,0.11724209401123087,-0.03453661568488653,0.16211124920771502
A2_joint_product,reverse,20,HEP_PA28.nii.gz,full_volume,550711,258259,6710526,357659,0.6413534885345942,0.6807557758631346,0.6062628664530973,0.47205324057605286,0.08628815993327554,0.0879076182248214,-0.05768818307390888,0.16161696225106514
A2_joint_product,reverse,20,HEM_PA107.nii.gz,full_volume,539689,110597,11668004,280926,0.733820970955897,0.8299256019659043,0.6576640690214047,0.5795554610550552,0.10918970906290837,0.12539997199493597,-0.09393728059280682,0.18584963716237218
