source,action,case,scope,patch_count,valid_auroc_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman
confidence_rank,gamma,HEM_PA81.nii.gz,background,2,1,0.9999344630896274,0.5192444622516632,0.9998758718465217,0.9999999918627187,0.01982395538608846
confidence_rank,gamma,HEM_PA81.nii.gz,foreground,2,1,0.639371583850648,0.040662240236997604,0.4500474903029682,0.5657635377143971,-0.08309112210413191
confidence_rank,gamma,HEM_PA81.nii.gz,overall,2,1,0.9859987894694011,0.5000000596046448,0.9691962918634272,0.9995534269088258,0.2681525058727539
joint_product,blur,HEM_PA81.nii.gz,background,2,1,0.9999344630896274,0.27292321622371674,0.999682954264401,0.999999979214645,0.019815939742826482
joint_product,blur,HEM_PA81.nii.gz,foreground,2,1,0.639371583850648,0.004274929407984018,0.34530933345316817,0.5199044931026643,-0.2573127885634975
joint_product,blur,HEM_PA81.nii.gz,overall,2,1,0.9859987894694011,0.26165200769901276,0.9546928124380114,0.9993318349383288,0.2598597968370059
joint_product,gamma,HEM_PA81.nii.gz,background,2,1,0.9999344630896274,0.27292321622371674,0.999682954264401,0.999999979214645,0.019815939742826482
joint_product,gamma,HEM_PA81.nii.gz,foreground,2,1,0.639371583850648,0.004274929407984018,0.34530933345316817,0.5199044931026643,-0.2573127885634975
joint_product,gamma,HEM_PA81.nii.gz,overall,2,1,0.9859987894694011,0.26165200769901276,0.9546928124380114,0.9993318349383288,0.2598597968370059
world_pairwise,blur,HEM_PA81.nii.gz,background,2,1,0.9999344630896274,0.517754465341568,0.9983847124885628,0.9999998939765556,0.019764455335400347
world_pairwise,blur,HEM_PA81.nii.gz,foreground,2,1,0.639371583850648,0.07622352987527847,0.2736494129959654,0.4950699948387333,-0.37651206050080116
world_pairwise,blur,HEM_PA81.nii.gz,overall,2,1,0.9859987894694011,0.4999999403953552,0.8707795424153614,0.9973053089710286,0.21190283621906816
world_pairwise,gamma,HEM_PA81.nii.gz,background,2,1,0.9999344630896274,0.517754465341568,0.9983847124885628,0.9999998939765556,0.019764455335400347
world_pairwise,gamma,HEM_PA81.nii.gz,foreground,2,1,0.639371583850648,0.07622352987527847,0.2736494129959654,0.4950699948387333,-0.37651206050080116
world_pairwise,gamma,HEM_PA81.nii.gz,overall,2,1,0.9859987894694011,0.4999999403953552,0.8707795424153614,0.9973053089710286,0.21190283621906816
confidence_rank,all,HEM_PA81.nii.gz,overall,4,2,0.9859987894694011,0.5000000596046448,0.9691962918634272,0.9995534269088258,0.2681525058727539
confidence_rank,all,HEM_PA81.nii.gz,foreground,4,2,0.639371583850648,0.040662240236997604,0.4500474903029682,0.5657635377143971,-0.08309112210413191
confidence_rank,all,HEM_PA81.nii.gz,background,4,2,0.9999344630896274,0.5192444622516632,0.9998758718465217,0.9999999918627187,0.01982395538608846
world_pairwise,all,HEM_PA81.nii.gz,overall,4,2,0.9859987894694011,0.4999999403953552,0.8707795424153614,0.9973053089710286,0.21190283621906816
world_pairwise,all,HEM_PA81.nii.gz,foreground,4,2,0.639371583850648,0.07622352987527847,0.2736494129959654,0.4950699948387333,-0.37651206050080116
world_pairwise,all,HEM_PA81.nii.gz,background,4,2,0.9999344630896274,0.517754465341568,0.9983847124885628,0.9999998939765556,0.019764455335400347
