variant,order,step,round,case,patch_index,patch_kind,augmentation,loss,gradient_norm,update_delta_norm,learning_rate,weight_decay,base_trainable_parameters,lora_trainable_parameters
A2_joint_product,forward,10,3,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.07506303489208221,0.23100285232067108,0.03599225729703903,0.0001,0.0,0,589824
A2_joint_product,forward,11,3,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.007178490981459618,0.02553732879459858,0.034448981285095215,0.0001,0.0,0,589824
A2_joint_product,forward,12,3,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.02095523662865162,0.08704937249422073,0.036197081208229065,0.0001,0.0,0,589824
A2_joint_product,forward,13,4,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0009515439160168171,0.0035436225589364767,0.032901179045438766,0.0001,0.0,0,589824
A2_joint_product,forward,14,4,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.06235646829009056,0.2425556778907776,0.037402473390102386,0.0001,0.0,0,589824
A2_joint_product,forward,15,4,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.005727325100451708,0.025671938434243202,0.03563247621059418,0.0001,0.0,0,589824
A2_joint_product,forward,16,4,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.015483020804822445,0.08220894634723663,0.03684975579380989,0.0001,0.0,0,589824
A2_joint_product,forward,17,5,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0008089339244179428,0.0036326812114566565,0.0336429625749588,0.0001,0.0,0,589824
A2_joint_product,forward,18,5,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.04875172674655914,0.23234224319458008,0.03799106553196907,0.0001,0.0,0,589824
A2_joint_product,forward,19,5,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.004364407155662775,0.023149561136960983,0.0359533466398716,0.0001,0.0,0,589824
A2_joint_product,forward,20,5,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.010427698493003845,0.06813402473926544,0.03648350387811661,0.0001,0.0,0,589824
A2_joint_product,reverse,1,1,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.030954817309975624,0.05003570765256882,0.03810378536581993,0.0001,0.0,0,589824
A2_joint_product,reverse,2,1,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.009604236111044884,0.015241251327097416,0.04028208553791046,0.0001,0.0,0,589824
A2_joint_product,reverse,3,1,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.09041883796453476,0.14669789373874664,0.03688027709722519,0.0001,0.0,0,589824
A2_joint_product,reverse,4,1,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0012220278149470687,0.0022725602611899376,0.03075704537332058,0.0001,0.0,0,589824
A2_joint_product,reverse,5,2,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.028011135756969452,0.06448368728160858,0.03424733132123947,0.0001,0.0,0,589824
A2_joint_product,reverse,6,2,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.008707924745976925,0.020746268332004547,0.033234983682632446,0.0001,0.0,0,589824
A2_joint_product,reverse,7,2,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.08241578936576843,0.19822649657726288,0.036316875368356705,0.0001,0.0,0,589824
A2_joint_product,reverse,8,2,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0011239744490012527,0.0029694789554923773,0.03232398256659508,0.0001,0.0,0,589824
A2_joint_product,reverse,9,3,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.023631548509001732,0.07973463833332062,0.03487562760710716,0.0001,0.0,0,589824
A2_joint_product,reverse,10,3,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.007467223331332207,0.024488069117069244,0.0336654856801033,0.0001,0.0,0,589824
A2_joint_product,reverse,11,3,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.07089683413505554,0.232850581407547,0.037619948387145996,0.0001,0.0,0,589824
A2_joint_product,reverse,12,3,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.000994298723526299,0.0034735517110675573,0.03405981883406639,0.0001,0.0,0,589824
A2_joint_product,reverse,13,4,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.018235504627227783,0.08273166418075562,0.03583531081676483,0.0001,0.0,0,589824
A2_joint_product,reverse,14,4,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.006022568792104721,0.02538643777370453,0.03437327966094017,0.0001,0.0,0,589824
A2_joint_product,reverse,15,4,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.05736035853624344,0.2412288784980774,0.038457952439785004,0.0001,0.0,0,589824
A2_joint_product,reverse,16,4,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0008526771562173963,0.0036505162715911865,0.03503622114658356,0.0001,0.0,0,589824
A2_joint_product,reverse,17,5,CYST_PA69.nii.gz,1,foreground,blur:1.5,0.012802391313016415,0.07349738478660583,0.03604123368859291,0.0001,0.0,0,589824
A2_joint_product,reverse,18,5,HEM_PA97.nii.gz,1,foreground,gamma:0.3,0.004631977528333664,0.02344178408384323,0.03432502970099449,0.0001,0.0,0,589824
A2_joint_product,reverse,19,5,HCC_10140276_20170721.nii.gz,1,foreground,blur:1.5,0.043661415576934814,0.22426477074623108,0.038285400718450546,0.0001,0.0,0,589824
A2_joint_product,reverse,20,5,HEM_PA99.nii.gz,1,foreground,gamma:0.3,0.0007228248869068921,0.003712606383487582,0.03496133163571358,0.0001,0.0,0,589824
