table,scope,case,action,comparison_group,layer,patch_count,normalized_mse_to_real_action,delta_cosine_to_real_action,magnitude_ratio_to_real_action,probability_mse_to_real_oracle,probability_mae_to_real_oracle,logits_mse_to_real_oracle,mask_dice_to_real_oracle,mask_iou_to_real_oracle
encoder,case,HEM_PA81.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,1.0,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,1.0000000298023224,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,0.9999999850988388,1.0,,,,,
final,case,HEM_PA81.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA81.nii.gz,blur,identity_source,encoder_stage_2,4,0.19348521158099174,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,identity_source,encoder_stage_3,4,0.1205275934189558,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,identity_source,encoder_stage_4,4,0.09978205896914005,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,identity_source,encoder_stage_5,4,0.11496873386204243,,0.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.09185395762324333,,0.0,,,,,
final,case,HEM_PA81.nii.gz,blur,identity_source,,4,,,,0.004831617348827422,0.007343900389970342,176.7848808169365,0.6909115686482735,0.6450295330378015
encoder,case,HEM_PA81.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.13691391982138157,0.5476334393024445,0.6319772005081177,,,,,
encoder,case,HEM_PA81.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.11224701628088951,0.28204889595508575,0.38876819610595703,,,,,
encoder,case,HEM_PA81.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.09932325780391693,0.11670701950788498,0.22005532681941986,,,,,
encoder,case,HEM_PA81.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.11728212982416153,0.06724077835679054,0.22885310649871826,,,,,
encoder,case,HEM_PA81.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.09172181785106659,0.03828598419204354,0.0458106379956007,,,,,
final,case,HEM_PA81.nii.gz,blur,correct_action_wp,,4,,,,0.0044894739985466,0.006889887736179902,177.10237175226212,0.6960817272563367,0.6534729091504943
encoder,case,HEM_PA81.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.1968364268541336,-0.03823145758360624,0.0995049700140953,,,,,
encoder,case,HEM_PA81.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.12136253900825977,-0.03391023492440581,0.05694450344890356,,,,,
encoder,case,HEM_PA81.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.1000750195235014,-0.018242258578538895,0.039025510661304,,,,,
encoder,case,HEM_PA81.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.114982346072793,0.00640871305949986,0.020861720200628042,,,,,
encoder,case,HEM_PA81.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.09172181785106659,0.03828598419204354,0.0458106379956007,,,,,
final,case,HEM_PA81.nii.gz,blur,wrong_action_wp,,4,,,,0.004837977699935436,0.007362417527475456,176.78866857290268,0.6907390064895362,0.6447663965787267
encoder,case,HEM_PA81.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,1.0000000149011612,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.9999998211860657,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,0.9999999403953552,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,1.0000000596046448,1.0,,,,,
encoder,case,HEM_PA81.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000298023224,1.0,,,,,
final,case,HEM_PA81.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA89.nii.gz,gamma,identity_source,encoder_stage_2,4,0.019958319375291467,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,identity_source,encoder_stage_3,4,0.016234483802691102,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,identity_source,encoder_stage_4,4,0.01718297298066318,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,identity_source,encoder_stage_5,4,0.01642962754704058,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,identity_source,encoder_bottleneck_deepest,4,0.012892663129605353,,0.0,,,,,
final,case,HEM_PA89.nii.gz,gamma,identity_source,,4,,,,0.0011130653729196638,0.0029170290363254026,0.35222943499684334,0.946164098419402,0.8984210211077925
encoder,case,HEM_PA89.nii.gz,gamma,correct_action_wp,encoder_stage_2,4,0.019393914844840765,0.19582845643162727,0.29683633148670197,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,correct_action_wp,encoder_stage_3,4,0.016157368198037148,0.09104800596833229,0.15014410950243473,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,correct_action_wp,encoder_stage_4,4,0.017169468104839325,0.04984304029494524,0.09819189459085464,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,correct_action_wp,encoder_stage_5,4,0.016469741007313132,0.001888976024929434,0.05460753198713064,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,correct_action_wp,encoder_bottleneck_deepest,4,0.013098273426294327,-0.011592449372983538,0.1226210780441761,,,,,
final,case,HEM_PA89.nii.gz,gamma,correct_action_wp,,4,,,,0.001120729350077454,0.0029386517853708938,0.3535715900361538,0.9462608136679307,0.8986396862258763
encoder,case,HEM_PA89.nii.gz,gamma,wrong_action_wp,encoder_stage_2,4,0.10056143812835217,-0.026609737135004252,2.010601818561554,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,wrong_action_wp,encoder_stage_3,4,0.036161156836897135,-0.04304804652929306,1.0913361310958862,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,wrong_action_wp,encoder_stage_4,4,0.025562183931469917,-0.06039439048618078,0.6458364427089691,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,wrong_action_wp,encoder_stage_5,4,0.022582315606996417,0.015704897174146026,0.6476655006408691,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,wrong_action_wp,encoder_bottleneck_deepest,4,0.013098273426294327,-0.011592449372983538,0.1226210780441761,,,,,
final,case,HEM_PA89.nii.gz,gamma,wrong_action_wp,,4,,,,0.001662696260609664,0.0038490412989631295,0.6878255233168602,0.9246972486972169,0.8601472034499615
encoder,case,HEM_PA89.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999988526105881,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999998211860657,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,1.0,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,1.0000000298023224,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.000000074505806,1.0,,,,,
final,case,HEM_PA89.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEM_PA89.nii.gz,blur,identity_source,encoder_stage_2,4,0.22287290543317795,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,identity_source,encoder_stage_3,4,0.15628845244646072,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,identity_source,encoder_stage_4,4,0.12819757498800755,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,identity_source,encoder_stage_5,4,0.13765470683574677,,0.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.10628520511090755,,0.0,,,,,
final,case,HEM_PA89.nii.gz,blur,identity_source,,4,,,,0.005899458657950163,0.009297899145167321,7.24680569767952,0.7974811477987921,0.6647860791367447
encoder,case,HEM_PA89.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.1562339924275875,0.5509991496801376,0.6097538769245148,,,,,
encoder,case,HEM_PA89.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.14034979417920113,0.3208283632993698,0.3497176766395569,,,,,
encoder,case,HEM_PA89.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.12393220700323582,0.18503385037183762,0.2290600910782814,,,,,
encoder,case,HEM_PA89.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.13105694763362408,0.21851222962141037,0.21859947219491005,,,,,
encoder,case,HEM_PA89.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.10589385777711868,0.0647421283647418,0.041245835833251476,,,,,
final,case,HEM_PA89.nii.gz,blur,correct_action_wp,,4,,,,0.005095477623399347,0.008355629222933203,7.0501625537872314,0.8128901402375669,0.6867566314962186
encoder,case,HEM_PA89.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.22569777816534042,-0.027291420265100896,0.08984757028520107,,,,,
encoder,case,HEM_PA89.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.15761549770832062,-0.06572143267840147,0.048008156940340996,,,,,
encoder,case,HEM_PA89.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.12857196293771267,-0.024805088993161917,0.03459713701158762,,,,,
encoder,case,HEM_PA89.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.13765626773238182,0.008662144653499126,0.018332148902118206,,,,,
encoder,case,HEM_PA89.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.10589385777711868,0.0647421283647418,0.041245835833251476,,,,,
final,case,HEM_PA89.nii.gz,blur,wrong_action_wp,,4,,,,0.005902248696656898,0.009312323294579983,7.2590121030807495,0.7973560026760466,0.664596702059966
encoder,case,HEM_PA89.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,0.9999999850988388,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.999999925494194,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,0.9999998807907104,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,1.0000000596046448,1.0,,,,,
encoder,case,HEM_PA89.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000298023224,1.0,,,,,
final,case,HEM_PA89.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEP_PA28.nii.gz,gamma,identity_source,encoder_stage_2,4,0.022290905471891165,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,identity_source,encoder_stage_3,4,0.018115806160494685,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,identity_source,encoder_stage_4,4,0.020213991869241,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,identity_source,encoder_stage_5,4,0.021905553061515093,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,identity_source,encoder_bottleneck_deepest,4,0.017761182505637407,,0.0,,,,,
final,case,HEP_PA28.nii.gz,gamma,identity_source,,4,,,,0.0019576134991439176,0.00406545558689686,3.117604434490204,0.9253937237728233,0.864365384815185
encoder,case,HEP_PA28.nii.gz,gamma,correct_action_wp,encoder_stage_2,4,0.02162778819911182,0.19950146600604057,0.2986690625548363,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,correct_action_wp,encoder_stage_3,4,0.017951643792912364,0.10514120943844318,0.14279650896787643,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,correct_action_wp,encoder_stage_4,4,0.0202552224509418,0.030553339514881372,0.09049147367477417,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,correct_action_wp,encoder_stage_5,4,0.021937103243544698,0.004816381639102474,0.04718451201915741,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,correct_action_wp,encoder_bottleneck_deepest,4,0.017951752990484238,-0.006928718648850918,0.1044470276683569,,,,,
final,case,HEP_PA28.nii.gz,gamma,correct_action_wp,,4,,,,0.001957262734322285,0.004074913142176229,3.107968643307686,0.9252802722269994,0.8641630753901395
encoder,case,HEP_PA28.nii.gz,gamma,wrong_action_wp,encoder_stage_2,4,0.09995968453586102,-0.025399181991815567,1.9012671411037445,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,wrong_action_wp,encoder_stage_3,4,0.037555997259914875,-0.04040699754841626,1.0361715108156204,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,wrong_action_wp,encoder_stage_4,4,0.0276180449873209,-0.05296742403879762,0.5686644613742828,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,wrong_action_wp,encoder_stage_5,4,0.02738982532173395,0.0213516759686172,0.5376060232520103,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,wrong_action_wp,encoder_bottleneck_deepest,4,0.017951752990484238,-0.006928718648850918,0.1044470276683569,,,,,
final,case,HEP_PA28.nii.gz,gamma,wrong_action_wp,,4,,,,0.0026629156727722147,0.0049957429291680455,3.5394509583711624,0.9030242652009662,0.8269286596353103
encoder,case,HEP_PA28.nii.gz,gamma,real_action_oracle,encoder_stage_2,4,0.0,0.9999986439943314,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,real_action_oracle,encoder_stage_3,4,0.0,0.9999997764825821,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,real_action_oracle,encoder_stage_4,4,0.0,1.0,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,real_action_oracle,encoder_stage_5,4,0.0,1.0000000149011612,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,gamma,real_action_oracle,encoder_bottleneck_deepest,4,0.0,0.9999999850988388,1.0,,,,,
final,case,HEP_PA28.nii.gz,gamma,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
encoder,case,HEP_PA28.nii.gz,blur,identity_source,encoder_stage_2,4,0.20116747915744781,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,identity_source,encoder_stage_3,4,0.13925443217158318,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,identity_source,encoder_stage_4,4,0.12053904868662357,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,identity_source,encoder_stage_5,4,0.1403815820813179,,0.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,identity_source,encoder_bottleneck_deepest,4,0.11189897172152996,,0.0,,,,,
final,case,HEP_PA28.nii.gz,blur,identity_source,,4,,,,0.0060714115970768034,0.008971693518105894,41.482157707214355,0.7100914918575909,0.5804161677783892
encoder,case,HEP_PA28.nii.gz,blur,correct_action_wp,encoder_stage_2,4,0.14211280457675457,0.5488091558218002,0.6314128935337067,,,,,
encoder,case,HEP_PA28.nii.gz,blur,correct_action_wp,encoder_stage_3,4,0.12649804167449474,0.3089562952518463,0.3670487105846405,,,,,
encoder,case,HEP_PA28.nii.gz,blur,correct_action_wp,encoder_stage_4,4,0.11731679737567902,0.17035987228155136,0.22477631643414497,,,,,
encoder,case,HEP_PA28.nii.gz,blur,correct_action_wp,encoder_stage_5,4,0.13763137720525265,0.14984224177896976,0.2103625051677227,,,,,
encoder,case,HEP_PA28.nii.gz,blur,correct_action_wp,encoder_bottleneck_deepest,4,0.1116161197423935,0.05015829624608159,0.040801300667226315,,,,,
final,case,HEP_PA28.nii.gz,blur,correct_action_wp,,4,,,,0.005569730012211949,0.008416453667450696,41.48875284194946,0.7242880962227854,0.5991871027461335
encoder,case,HEP_PA28.nii.gz,blur,wrong_action_wp,encoder_stage_2,4,0.20466425642371178,-0.039766024332493544,0.09897115081548691,,,,,
encoder,case,HEP_PA28.nii.gz,blur,wrong_action_wp,encoder_stage_3,4,0.14046919345855713,-0.06264013983309269,0.0503230057656765,,,,,
encoder,case,HEP_PA28.nii.gz,blur,wrong_action_wp,encoder_stage_4,4,0.12082254327833652,-0.015281048603355885,0.03573867026716471,,,,,
encoder,case,HEP_PA28.nii.gz,blur,wrong_action_wp,encoder_stage_5,4,0.14034043811261654,0.01710005570203066,0.01843796344473958,,,,,
encoder,case,HEP_PA28.nii.gz,blur,wrong_action_wp,encoder_bottleneck_deepest,4,0.1116161197423935,0.05015829624608159,0.040801300667226315,,,,,
final,case,HEP_PA28.nii.gz,blur,wrong_action_wp,,4,,,,0.006064765912014991,0.008973332587629557,41.462642431259155,0.7095659031684356,0.5799015988151275
encoder,case,HEP_PA28.nii.gz,blur,real_action_oracle,encoder_stage_2,4,0.0,0.999999925494194,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,real_action_oracle,encoder_stage_3,4,0.0,0.9999999105930328,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,real_action_oracle,encoder_stage_4,4,0.0,1.0000000298023224,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,real_action_oracle,encoder_stage_5,4,0.0,0.9999999403953552,1.0,,,,,
encoder,case,HEP_PA28.nii.gz,blur,real_action_oracle,encoder_bottleneck_deepest,4,0.0,1.0000000894069672,1.0,,,,,
final,case,HEP_PA28.nii.gz,blur,real_action_oracle,,4,,,,0.0,0.0,0.0,1.0,1.0
