variant,order,step,case,patch_index,patch_kind,tp,fp,tn,fn,dice,precision,recall
A0_confidence_rank,forward,12,HEP_PA28.nii.gz,0,context,0,163787,6914101,0,0.0,0.0,0.0
A0_confidence_rank,forward,12,HEP_PA28.nii.gz,1,foreground,237948,20696,6650928,168316,0.7157321012831851,0.9199826788945423,0.585697969793041
A0_confidence_rank,forward,12,HEM_PA107.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,forward,12,HEM_PA107.nii.gz,1,foreground,207022,11828,6824743,34295,0.8997689969076444,0.9459538496687229,0.8578840280626727
A0_confidence_rank,forward,16,CYST_PA62.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,forward,16,CYST_PA62.nii.gz,1,foreground,239832,33874,6680767,123415,0.7530602728929764,0.8762394686269208,0.6602449572880161
A0_confidence_rank,forward,16,HEM_PA29.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,forward,16,HEM_PA29.nii.gz,1,foreground,382008,13178,6529279,153423,0.8209779103540984,0.9666536770027279,0.7134588770541862
A0_confidence_rank,forward,16,HEP_PA28.nii.gz,0,context,0,165398,6912490,0,0.0,0.0,0.0
A0_confidence_rank,forward,16,HEP_PA28.nii.gz,1,foreground,248966,24497,6647127,157298,0.732547037266432,0.9104193254663336,0.6128182659551424
A0_confidence_rank,forward,16,HEM_PA107.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,forward,16,HEM_PA107.nii.gz,1,foreground,209677,12962,6823609,31640,0.9038658838338118,0.9417801912513082,0.8688861538971561
A0_confidence_rank,forward,20,CYST_PA62.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
A0_confidence_rank,forward,20,CYST_PA62.nii.gz,1,foreground,251772,37519,6677122,111475,0.7716700023600158,0.8703070610561684,0.6931151530501284
A0_confidence_rank,forward,20,HEM_PA29.nii.gz,0,context,0,0,7077888,0,1.0,0.0,0.0
