method,case,scope,patch_count,valid_auroc_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman,aggregation
real_pairwise_world_stability,CYST_PA62.nii.gz,foreground,4,2,0.7342001678326089,0.047249368546334276,0.6681639921549606,0.78740554331425,0.17923321844423495,case_patch_macro
real_pairwise_world_stability,CYST_PA62.nii.gz,overall,4,2,0.9917392730712891,0.4999999346885602,0.978155298061872,0.9997985581311204,0.2030632362234837,case_patch_macro
confidence_rank,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.516147522102645,0.996718265039128,0.9999886223765205,0.10113588258250819,case_patch_macro
confidence_rank,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.19803161920078968,0.4211858363902553,0.4594408171263057,-0.13402289381350513,case_patch_macro
confidence_rank,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.5000000654518229,0.8101686651867883,0.9993137345486633,0.290448286489412,case_patch_macro
real_blur_joint_product,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.2935927228376649,0.9978078726493809,0.9999920751340127,0.10142429367911013,case_patch_macro
real_blur_joint_product,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.08607331193846353,0.4308879772127223,0.4899865292884815,-0.1212745594022457,case_patch_macro
real_blur_joint_product,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.28254494089986854,0.8129895050040411,0.9993856893421262,0.2928167124557097,case_patch_macro
real_blur_world_stability,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.5159771444820604,0.9974419994080186,0.9999815231413782,0.10134001648290583,case_patch_macro
real_blur_world_stability,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.20078300888240017,0.4479089394349542,0.5216378539016929,-0.09379555669186074,case_patch_macro
real_blur_world_stability,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.4999999348570188,0.8120657909392094,0.9993072320659099,0.2918838287421396,case_patch_macro
real_gamma_joint_product,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.29987438618271084,0.9964880455699517,0.999988110141445,0.10109538474822154,case_patch_macro
real_gamma_joint_product,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.08681939374065134,0.499941136532918,0.5084405502763427,-0.0029777641933236426,case_patch_macro
real_gamma_joint_product,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.2884188109776347,0.8116621993361134,0.9993367625845642,0.2916564690397353,case_patch_macro
real_gamma_world_stability,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.5156781141292364,0.9937059626433061,0.9999476517879368,0.10041434079343357,case_patch_macro
real_gamma_world_stability,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.20632369753923063,0.5429089001039769,0.5486228923090075,0.06860701744383849,case_patch_macro
real_gamma_world_stability,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.49999993475949234,0.809180307914259,0.9991255793867106,0.28922958280821165,case_patch_macro
real_pairwise_joint_product,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.30023692620184816,0.9978180736873353,0.9999922418231465,0.10143277883793536,case_patch_macro
real_pairwise_joint_product,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.0858745310942592,0.44549359747226047,0.4955922868559607,-0.09661594831666503,case_patch_macro
real_pairwise_joint_product,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.288716627381043,0.8137123691937723,0.9994071066268296,0.2934832781129389,case_patch_macro
real_pairwise_world_stability,HEM_PA29.nii.gz,background,4,2,0.9978661238480232,0.5161655776865556,0.998151698613762,0.999992650132896,0.10153797202450661,case_patch_macro
real_pairwise_world_stability,HEM_PA29.nii.gz,foreground,4,2,0.35643666650676836,0.19741763073460786,0.4770734479746408,0.5386354025633392,-0.044981948167391844,case_patch_macro
real_pairwise_world_stability,HEM_PA29.nii.gz,overall,4,3,0.9830427876225225,0.49999993472349785,0.8151432261125781,0.9994404644876842,0.2947037977103481,case_patch_macro
confidence_rank,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.510194001494376,0.936322365346731,0.9969995840759962,0.18197981378159872,case_patch_macro
confidence_rank,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.13797847380087355,0.29920666771519216,0.3863380893114045,-0.36015097239329447,case_patch_macro
confidence_rank,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.5000000753717107,0.8512813548702581,0.9960240844181797,0.22581130112860082,case_patch_macro
real_blur_joint_product,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.3056402968338819,0.9713756355271093,0.9980415851254132,0.12554546198820088,case_patch_macro
real_blur_joint_product,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.01587369006334856,0.40449241036727085,0.46558103055227895,-0.15786879962413322,case_patch_macro
real_blur_joint_product,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.2986493872792949,0.9371099185912156,0.9975218780456483,0.22173611408534355,case_patch_macro
real_blur_world_stability,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.5103106490179155,0.9400384917946163,0.9950533488788778,0.11105683596323584,case_patch_macro
real_blur_world_stability,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.05555624365096529,0.47110647694128255,0.505186948295275,-0.04910074343009041,case_patch_macro
real_blur_world_stability,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.49999992257703396,0.909118310652964,0.9944750844348675,0.2073432928516477,case_patch_macro
real_gamma_joint_product,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.31181637867438444,0.9345903917244378,0.9971422877057002,0.18068871801716965,case_patch_macro
real_gamma_joint_product,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.05945327437088092,0.4107918082029522,0.4285577479660856,-0.169915831152555,case_patch_macro
real_gamma_joint_product,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.3047070376671954,0.8533289046653884,0.9962696733745071,0.22751464695384047,case_patch_macro
real_gamma_world_stability,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.5099775255712131,0.8788366964496908,0.9951304988733451,0.15229716244779534,case_patch_macro
real_gamma_world_stability,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.14774268252298528,0.4972542256121533,0.4899271309508309,-0.025348978660257232,case_patch_macro
real_gamma_world_stability,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.4999999213443823,0.808834994305317,0.9943006767428874,0.20432925012079764,case_patch_macro
real_pairwise_joint_product,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.30879069078825666,0.974180774423789,0.9981863637165355,0.12693049210681492,case_patch_macro
real_pairwise_joint_product,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.015440605600678538,0.41682563043155835,0.466651616707834,-0.1362737734742703,case_patch_macro
real_pairwise_joint_product,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.3016706843432524,0.9407986109105518,0.9977155931759694,0.2237059868575395,case_patch_macro
real_pairwise_world_stability,HEP_PA28.nii.gz,background,4,4,0.9918016223660815,0.510419038246118,0.9592675748353194,0.9966319560316803,0.12014278744272673,case_patch_macro
real_pairwise_world_stability,HEP_PA28.nii.gz,foreground,4,3,0.49367789001439566,0.051702664834804825,0.4985711713243168,0.5164344709150465,-0.0012596738213773717,case_patch_macro
real_pairwise_world_stability,HEP_PA28.nii.gz,overall,4,4,0.9821833151358145,0.4999999328653265,0.9292939550448056,0.9962046093509928,0.2178757924246757,case_patch_macro
confidence_rank,HEM_PA107.nii.gz,background,4,2,0.9993348303100962,0.5099413054427848,0.9980104870800812,0.9999986138303814,0.06272634949165604,case_patch_macro
confidence_rank,HEM_PA107.nii.gz,foreground,4,2,0.46386600153835805,0.18461977193703893,0.5454935006044676,0.6849467271513725,0.03144408228862125,case_patch_macro
confidence_rank,HEM_PA107.nii.gz,overall,4,3,0.9927405604609737,0.5000000650951812,0.822050436734724,0.9998119660548141,0.19140415489778023,case_patch_macro
real_blur_joint_product,HEM_PA107.nii.gz,background,4,2,0.9993348303100962,0.28766422671994796,0.9954828327379195,0.9999965784313829,0.06238860459672196,case_patch_macro
real_blur_joint_product,HEM_PA107.nii.gz,foreground,4,2,0.46386600153835805,0.08453209173706094,0.4888886444613305,0.6627555210313396,-0.0642828071128714,case_patch_macro
real_blur_joint_product,HEM_PA107.nii.gz,overall,4,3,0.9927405604609737,0.28113840985738564,0.8208226344184194,0.9998016145148609,0.19066933280834628,case_patch_macro
real_blur_world_stability,HEM_PA107.nii.gz,background,4,2,0.9993348303100962,0.5096262068748517,0.9817021431413656,0.9999466037582646,0.06056709699688912,case_patch_macro
real_blur_world_stability,HEM_PA107.nii.gz,foreground,4,2,0.46386600153835805,0.19627660209887912,0.4476290627850936,0.6550947056252894,-0.12629009978572486,case_patch_macro
real_blur_world_stability,HEM_PA107.nii.gz,overall,4,3,0.9927405604609737,0.4999999350432421,0.8165704574253826,0.9997147621598458,0.1884275906337296,case_patch_macro
real_gamma_joint_product,HEM_PA107.nii.gz,background,4,2,0.9993348303100962,0.28990602592018627,0.9961875311463744,0.9999972552312542,0.06249381940866751,case_patch_macro
real_gamma_joint_product,HEM_PA107.nii.gz,foreground,4,2,0.46386600153835805,0.0862796227995752,0.586017071096181,0.7133677861537107,0.0964452550654151,case_patch_macro
