variant,epoch,case_position,training_order_index,case,patch_count,mean_patch_loss,gradient_norm,update_delta_norm,optimizer_updates,learning_rate,weight_decay,initial_lora_state_digest
D_real_action_hard_fusion,3,16,76,HCC_10147777_20171222.nii.gz,12,0.005563325539696962,0.00362209789454937,0.0023726674262434244,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,17,77,CYST_PA53.nii.gz,2,0.005936136236414313,0.05227269232273102,0.003810251597315073,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,18,78,MET_PA13.nii.gz,20,0.0039460261017666195,0.003007102059200406,0.003476950107142329,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,19,79,HEM_PA56.nii.gz,3,0.0044789284778138,0.010094494558870792,0.0035084981936961412,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,20,80,HEM_PA97.nii.gz,50,0.016136938214767724,0.0025777085684239864,0.0031871837563812733,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,21,81,MET_PA25.nii.gz,20,0.004353197041200474,0.005588485859334469,0.0029522660188376904,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,22,82,HCC_10076307_20130925.nii.gz,15,0.0074285514963169895,0.00904173869639635,0.00276550417765975,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,23,83,HEM_PA13.nii.gz,20,0.005852860930644965,0.0014276241417974234,0.0025154626928269863,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,24,84,CYST_PA56.nii.gz,20,0.0056567766769148875,0.005575560033321381,0.002390917856246233,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,25,85,CYST_PA54.nii.gz,2,0.0050254263915121555,0.02947862446308136,0.003740929765626788,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,26,86,CYST_PA38.nii.gz,3,0.0033019210677593946,0.006975160446017981,0.0034628144931048155,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,27,87,FNH_PA10.nii.gz,20,0.0073653170082252474,0.0026766913942992687,0.003131762845441699,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,28,88,HEM_PA24.nii.gz,16,0.004454487858652101,0.013691619038581848,0.002978002419695258,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,29,89,HCC_10081574_20140213.nii.gz,12,0.005129415405102884,0.019334832206368446,0.0028528491966426373,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,3,30,90,CYST_PA19.nii.gz,20,0.0033946521201869474,0.0019051507115364075,0.0025959203485399485,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,1,91,ICC_PA18.nii.gz,20,0.010911507488810913,0.004168098326772451,0.0023829652927815914,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,2,92,HEM_PA34.nii.gz,20,0.004215343898977153,0.0029384323861449957,0.002209870610386133,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,3,93,CYST_PA37.nii.gz,16,0.004465057554011054,0.010884433053433895,0.002289552241563797,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,4,94,CYST_PA74.nii.gz,20,0.002992177589385392,0.0037937359884381294,0.002161942655220628,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,5,95,HCC_10142924_20170911.nii.gz,15,0.006345737158941726,0.005766814574599266,0.002027320908382535,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,6,96,FNH_PA32.nii.gz,3,0.004336076322942972,0.01275920681655407,0.002069425769150257,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,7,97,CYST_PA20.nii.gz,12,0.007766414957586676,0.016735615208745003,0.002329988870769739,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,8,98,FNH_PA10.nii.gz,20,0.007172627479303628,0.002748766914010048,0.002132180379703641,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,9,99,CYST_PA19.nii.gz,20,0.003384318680036813,0.0017924623098224401,0.0019468815298750997,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,10,100,HCC_10081574_20140213.nii.gz,12,0.005075605898177608,0.018327275291085243,0.002226103562861681,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,11,101,CYST_PA38.nii.gz,3,0.003234937360199789,0.007026744075119495,0.0021493015810847282,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,12,102,HCC_PA0.nii.gz,25,0.015382075483905737,0.00103097059763968,0.001955615123733878,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,13,103,MET_PA25.nii.gz,20,0.004253211769173504,0.004590960219502449,0.0019433667184785008,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,14,104,MET_PA19.nii.gz,20,0.005308815227181185,0.007006365805864334,0.0019392370013520122,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,15,105,HCC_10136895_20170421.nii.gz,15,0.011375927948392928,0.017219753935933113,0.002208655932918191,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,16,106,HCC_10140276_20170721.nii.gz,15,0.007577583678842832,0.004285746719688177,0.002113363705575466,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,17,107,HEM_PA66.nii.gz,3,0.003281753587846955,0.019495951011776924,0.002336473437026143,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,18,108,HEM_PA97.nii.gz,50,0.016090222760103644,0.0022702061105519533,0.002184347016736865,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,19,109,HEM_PA56.nii.gz,3,0.004269877914339304,0.009712299332022667,0.0020169999916106462,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,20,110,CYST_PA53.nii.gz,2,0.005359141388908029,0.043337732553482056,0.003364408854395151,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,21,111,HCC_10147777_20171222.nii.gz,12,0.0054412210593000054,0.0027437133248895407,0.0030533508397638798,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,22,112,HEM_PA13.nii.gz,20,0.005831051360019046,0.0010619504610076547,0.0027642291970551014,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,23,113,HCC_10076307_20130925.nii.gz,15,0.007357806386426091,0.007712006568908691,0.0025807118508964777,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,24,114,CYST_PA56.nii.gz,20,0.005621620103192981,0.004673791117966175,0.002419889671728015,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,25,115,HEM_PA24.nii.gz,16,0.004400946940450012,0.010682366788387299,0.0023514048662036657,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,26,116,MET_PA13.nii.gz,20,0.003890255539590726,0.002385570667684078,0.002172051928937435,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,27,117,CYST_PA69.nii.gz,60,0.010208208657288035,0.0008778057526797056,0.0019714883528649807,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,28,118,HCC_10074592_20130816.nii.gz,15,0.006446313328342512,0.017409145832061768,0.002001394983381033,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,29,119,HEM_PA99.nii.gz,80,0.013562452666519675,0.004396796226501465,0.0018925749463960528,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,4,30,120,CYST_PA54.nii.gz,2,0.004678474273532629,0.031239530071616173,0.00312151201069355,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,1,121,HEM_PA99.nii.gz,80,0.013546331074030605,0.00430699298158288,0.0028364427853375673,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,2,122,CYST_PA19.nii.gz,20,0.003346804948523641,0.0014675038401037455,0.0025642153341323137,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,3,123,HEM_PA13.nii.gz,20,0.005751627848803764,0.0010585528798401356,0.002319872146472335,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,4,124,HCC_10076307_20130925.nii.gz,15,0.007290033988344173,0.0074172718450427055,0.002192357089370489,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,5,125,MET_PA25.nii.gz,20,0.004180569794880284,0.003848111955448985,0.0020676939748227596,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,6,126,CYST_PA74.nii.gz,20,0.0029411066198804293,0.002914766315370798,0.0019218663219362497,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,7,127,MET_PA19.nii.gz,20,0.005255320717697032,0.006459585390985012,0.0018399599939584732,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,8,128,HCC_10081574_20140213.nii.gz,12,0.004926673012362381,0.015931226313114166,0.002186612458899617,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,9,129,HEM_PA97.nii.gz,50,0.015995343279791997,0.001980871893465519,0.002043762942776084,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,10,130,ICC_PA18.nii.gz,20,0.010232464160122846,0.004193528089672327,0.0019415054703131318,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,11,131,HEM_PA34.nii.gz,20,0.004195890517439693,0.0023237483110278845,0.001828851061873138,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,12,132,HEM_PA24.nii.gz,16,0.0043605591461073345,0.009917608462274075,0.0018694499740377069,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,13,133,MET_PA13.nii.gz,20,0.0038875875441590326,0.0021660286001861095,0.001754558878019452,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,14,134,FNH_PA10.nii.gz,20,0.006712594284908846,0.002555909100919962,0.001637217472307384,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,15,135,CYST_PA69.nii.gz,60,0.010257639500399544,0.0007601191755384207,0.0014961394481360912,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,16,136,HCC_10142924_20170911.nii.gz,15,0.006315522904818256,0.005561335943639278,0.0013805278576910496,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,17,137,HCC_10136895_20170421.nii.gz,15,0.011302858513469497,0.014641649089753628,0.00171265983954072,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,18,138,HCC_10140276_20170721.nii.gz,15,0.007565144825881968,0.003148406045511365,0.0016451987903565168,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,19,139,CYST_PA54.nii.gz,2,0.0045289157424122095,0.027926098555326462,0.002299272920936346,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,20,140,CYST_PA37.nii.gz,16,0.004415461347758054,0.008900218643248081,0.0022414997220039368,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,21,141,HCC_10074592_20130816.nii.gz,15,0.006385148381135271,0.015261964872479439,0.0022809843067079782,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,22,142,HCC_PA0.nii.gz,25,0.01448681695608343,0.0010432126000523567,0.002067710505798459,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,23,143,HCC_10147777_20171222.nii.gz,12,0.0053834951637933654,0.0020835676696151495,0.001911400817334652,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,24,144,CYST_PA38.nii.gz,3,0.003136928464906911,0.009337883442640305,0.0017847208073362708,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,25,145,HEM_PA56.nii.gz,3,0.004057982936501503,0.009841120801866055,0.001758872764185071,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,26,146,CYST_PA56.nii.gz,20,0.005623753376858076,0.004037724807858467,0.0017202035523951054,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,27,147,CYST_PA20.nii.gz,12,0.0077833849742698176,0.013034816831350327,0.0019091380527243018,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,28,148,FNH_PA32.nii.gz,3,0.0041212391418715315,0.011942875571548939,0.0019769910722970963,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,29,149,HEM_PA66.nii.gz,3,0.003056005031491319,0.014658062718808651,0.002035972662270069,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
D_real_action_hard_fusion,5,30,150,CYST_PA53.nii.gz,2,0.00485586398281157,0.03408675268292427,0.0033926526084542274,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
