case,action_type,action,prediction_mse,prediction_mae,mask_consistency,effective_voxel_weight,patch_voxel_observations,metric_scope,gt_used
CYST_PA54.nii.gz,imagined_wp,bias_field:+0.05,3.5458946275667496e-06,9.404450218401277e-05,0.9999143598210556,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,imagined_wp,bias_field:+0.15,1.2422476746754995e-05,0.00017418458390202363,0.9998364561476991,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,real_mri,gamma:-0.30,0.00010151229077591527,0.0004818891721772845,0.9995492261364425,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,real_mri,gamma:+0.30,6.20693209938775e-05,0.0003758662857835724,0.9996488703698054,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,real_mri,gaussian_noise:+0.02,3.7048147679747454e-05,0.0002903263026485884,0.999715756867483,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,real_mri,gaussian_noise:+0.05,0.00027679144052561943,0.000855483392610686,0.9991566229604698,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,real_mri,bias_field:+0.05,2.7069476939273636e-05,0.00023034702182842505,0.9997815661302053,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA54.nii.gz,real_mri,bias_field:+0.15,0.00020733876636623634,0.0006840133901092974,0.9993433273643092,10211328.5,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,imagined_wp,gamma:-0.30,3.721057755761167e-06,0.0001277720460142845,0.9998788165231036,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,imagined_wp,gamma:+0.30,2.036192882248861e-06,8.223832736157964e-05,0.9999257666432959,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,imagined_wp,gaussian_noise:+0.02,2.734292682626436e-06,9.590332897809835e-05,0.9999100122696314,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,imagined_wp,gaussian_noise:+0.05,5.183475187573677e-06,0.00013218518251027815,0.999877199352297,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,imagined_wp,bias_field:+0.05,3.966130415757752e-06,0.0001220500367319482,0.9998865893763355,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,imagined_wp,bias_field:+0.15,1.2058108292806607e-05,0.00020764253269403408,0.9997979579827725,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,real_mri,gamma:-0.30,0.0001226640776054472,0.0006744398520543025,0.9993719638922276,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,real_mri,gamma:+0.30,5.876430366029087e-05,0.0004596956519999056,0.9995656592214209,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,real_mri,gaussian_noise:+0.02,4.1999654350881905e-05,0.0003825799140155825,0.9996290418836805,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,real_mri,gaussian_noise:+0.05,0.0003798647314055353,0.001225600105065566,0.9988231691539797,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,real_mri,bias_field:+0.05,3.661327860039523e-05,0.0003249686243187668,0.9996829301883012,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA53.nii.gz,real_mri,bias_field:+0.15,0.0006163032009051396,0.0016149696121867906,0.99848877996461,9584640.0,14155776,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,imagined_wp,gamma:-0.30,1.7204817616478494e-06,6.194633182095788e-05,0.999942321435493,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,imagined_wp,gamma:+0.30,1.1500669403099246e-06,4.4866304857098516e-05,0.9999581225307578,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,imagined_wp,gaussian_noise:+0.02,2.2257750427661204e-06,6.35613755860675e-05,0.9999386337521328,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,imagined_wp,gaussian_noise:+0.05,4.136904968659184e-06,8.459306868987384e-05,0.9999218279629494,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,imagined_wp,bias_field:+0.05,3.1729485864574118e-06,7.799550473665062e-05,0.9999262805837249,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,imagined_wp,bias_field:+0.15,9.87637652679187e-06,0.00012968809938289618,0.9998800646634707,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,real_mri,gamma:-0.30,5.8745320465147204e-05,0.000330175910092362,0.9996883165457162,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,real_mri,gamma:+0.30,3.1570740885021455e-05,0.00023536183252456216,0.9997790358397726,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,real_mri,gaussian_noise:+0.02,3.259211533772996e-05,0.0002382504728309536,0.9997700050114817,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,real_mri,gaussian_noise:+0.05,0.00020171728645401125,0.0006474430399959016,0.9993772952760605,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,real_mri,bias_field:+0.05,1.4826208284813487e-05,0.00014726917209372117,0.9998553126587495,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
CYST_PA38.nii.gz,real_mri,bias_field:+0.15,0.00013494017364915086,0.0004741988974613454,0.999553927317131,10948608.125,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,imagined_wp,gamma:-0.30,1.6929731568452063e-06,5.837265758549692e-05,0.9999441733495306,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,imagined_wp,gamma:+0.30,1.344585931370547e-06,4.605027430284314e-05,0.9999536762104444,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,imagined_wp,gaussian_noise:+0.02,2.0082704638611297e-06,5.682779413486967e-05,0.9999449811990042,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,imagined_wp,gaussian_noise:+0.05,4.807446194589609e-06,8.750547198850643e-05,0.9999150269908887,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,imagined_wp,bias_field:+0.05,2.3965813004315726e-06,6.384777495936118e-05,0.9999372853698077,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,imagined_wp,bias_field:+0.15,1.1194166034065048e-05,0.00013445869381947608,0.999872444819948,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,real_mri,gamma:-0.30,6.56149041611298e-05,0.0003316256591462925,0.9996841733741912,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,real_mri,gamma:+0.30,8.781071740971528e-05,0.0003665067263156565,0.9996545593132226,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,real_mri,gaussian_noise:+0.02,5.533759811680641e-05,0.0002982686378873177,0.9997147440990104,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,real_mri,gaussian_noise:+0.05,0.00035425284178923375,0.000847932817034786,0.9991738250988031,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,real_mri,bias_field:+0.05,3.2657663886265246e-05,0.00021159161540948676,0.9997943597905595,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA66.nii.gz,real_mri,bias_field:+0.15,0.00029264215870521533,0.0007472340438155977,0.9992873492090495,11759616.5,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,imagined_wp,gamma:-0.30,2.4920241179924733e-06,9.498097456435019e-05,0.9999083022645582,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,imagined_wp,gamma:+0.30,1.605621357548475e-06,6.0831054325319004e-05,0.9999428910831454,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,imagined_wp,gaussian_noise:+0.02,2.6214461685304355e-06,7.976974286173396e-05,0.9999239849085225,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,imagined_wp,gaussian_noise:+0.05,5.230687471578323e-06,0.00011340591514869442,0.9998932330952865,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,imagined_wp,bias_field:+0.05,2.7917405590212433e-06,8.728988553043689e-05,0.9999160431997725,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,imagined_wp,bias_field:+0.15,8.23488992401911e-06,0.00014595126432101772,0.9998565138464026,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,real_mri,gamma:-0.30,9.552164236760798e-05,0.0005016643360365143,0.9995154888417319,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,real_mri,gamma:+0.30,0.00010608755528897098,0.0005005004960082317,0.9995136595717389,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,real_mri,gaussian_noise:+0.02,3.364803711844314e-05,0.00029336307523709405,0.9997169204685831,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,real_mri,gaussian_noise:+0.05,0.00028512462588064987,0.0009114217267290924,0.9991206119131208,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,real_mri,bias_field:+0.05,8.153284265960102e-05,0.00041318772125173935,0.9995917716312571,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
HEM_PA56.nii.gz,real_mri,bias_field:+0.15,0.00038138397510643435,0.0010863003563381696,0.9989764342062335,11206656.25,21233664,inverse-overlap-normalized patch predictions,False
