case,action,raw_support_voxels_before,raw_support_voxels_after,raw_support_identical,raw_outside_support_values_identical,preprocessed_shape_before,preprocessed_shape_after,preprocessed_shape_identical,padded_shape_identical,sliding_window_count_before,sliding_window_count_after,sliding_window_topology_identical,raw_action_generation
CYST_PA74.nii.gz,gaussian_noise:+0.02,5306500,5306500,True,True,"[1, 24, 455, 486]","[1, 24, 455, 486]",True,True,20,20,True,V0 stable case/action/seed
CYST_PA74.nii.gz,gaussian_noise:+0.05,5306500,5306500,True,True,"[1, 24, 455, 486]","[1, 24, 455, 486]",True,True,20,20,True,V0 stable case/action/seed
CYST_PA74.nii.gz,bias_field:+0.05,5306500,5306500,True,True,"[1, 24, 455, 486]","[1, 24, 455, 486]",True,True,20,20,True,V0 stable case/action/seed
CYST_PA74.nii.gz,bias_field:+0.15,5306500,5306500,True,True,"[1, 24, 455, 486]","[1, 24, 455, 486]",True,True,20,20,True,V0 stable case/action/seed
HEM_PA34.nii.gz,gamma:-0.30,6085006,6085006,True,True,"[1, 27, 460, 490]","[1, 27, 460, 490]",True,True,20,20,True,V0 stable case/action/seed
HEM_PA34.nii.gz,gamma:+0.30,6085006,6085006,True,True,"[1, 27, 460, 490]","[1, 27, 460, 490]",True,True,20,20,True,V0 stable case/action/seed
HEM_PA34.nii.gz,gaussian_noise:+0.02,6085006,6085006,True,True,"[1, 27, 460, 490]","[1, 27, 460, 490]",True,True,20,20,True,V0 stable case/action/seed
HEM_PA34.nii.gz,gaussian_noise:+0.05,6085006,6085006,True,True,"[1, 27, 460, 490]","[1, 27, 460, 490]",True,True,20,20,True,V0 stable case/action/seed
HEM_PA34.nii.gz,bias_field:+0.05,6085006,6085006,True,True,"[1, 27, 460, 490]","[1, 27, 460, 490]",True,True,20,20,True,V0 stable case/action/seed
HEM_PA34.nii.gz,bias_field:+0.15,6085006,6085006,True,True,"[1, 27, 460, 490]","[1, 27, 460, 490]",True,True,20,20,True,V0 stable case/action/seed
FNH_PA32.nii.gz,gamma:-0.30,4303310,4303310,True,True,"[1, 71, 190, 319]","[1, 71, 190, 319]",True,True,3,3,True,V0 stable case/action/seed
FNH_PA32.nii.gz,gamma:+0.30,4303310,4303310,True,True,"[1, 71, 190, 319]","[1, 71, 190, 319]",True,True,3,3,True,V0 stable case/action/seed
FNH_PA32.nii.gz,gaussian_noise:+0.02,4303310,4303310,True,True,"[1, 71, 190, 319]","[1, 71, 190, 319]",True,True,3,3,True,V0 stable case/action/seed
FNH_PA32.nii.gz,gaussian_noise:+0.05,4303310,4303310,True,True,"[1, 71, 190, 319]","[1, 71, 190, 319]",True,True,3,3,True,V0 stable case/action/seed
FNH_PA32.nii.gz,bias_field:+0.05,4303310,4303310,True,True,"[1, 71, 190, 319]","[1, 71, 190, 319]",True,True,3,3,True,V0 stable case/action/seed
