variant,order,step,case,scope,tp,fp,tn,fn,dice,precision,recall,foreground_iou
A1_world_pairwise,forward,20,HCC_10020116_20180118.nii.gz,full_volume,238293,95911,2950994,19350,0.8052520330423234,0.7130166006391306,0.9248960771299822,0.6739932231002902
A1_world_pairwise,forward,20,MET_PA13.nii.gz,full_volume,214832,40581,5061047,13268,0.8886296749001578,0.8411161530540732,0.9418325295922841,0.7995801712811847
A1_world_pairwise,forward,20,HCC_10074592_20130816.nii.gz,full_volume,259973,78805,3854060,7162,0.8581198951004517,0.7673845409087957,0.9731895857899564,0.7514973694860381
A1_world_pairwise,forward,20,CYST_PA19.nii.gz,full_volume,246504,38875,5674066,25699,0.8841892313596924,0.8637776430641357,0.9055888436203863,0.7924186216961663
A1_world_pairwise,forward,20,HEM_PA13.nii.gz,full_volume,401887,73745,5736225,32973,0.8827908427531489,0.8449536616543882,0.9241755967437796,0.7901750867569135
A1_world_pairwise,reverse,20,HEM_PA81.nii.gz,full_volume,1212751,370619,13372190,329688,0.775959759537451,0.7659302626676013,0.7862554045897439,0.6339332105979014
A1_world_pairwise,reverse,20,HEM_PA89.nii.gz,full_volume,519817,209468,6875278,138410,0.7492792855124857,0.7127762123175438,0.7897229982969401,0.5990780170451598
A1_world_pairwise,reverse,20,HEM_PA101.nii.gz,full_volume,835415,198944,13237448,184383,0.8133896289329394,0.80766445692453,0.8191965467671048,0.6854732174652224
A1_world_pairwise,reverse,20,HCC_10020116_20180118.nii.gz,full_volume,238936,97197,2949708,18707,0.8048018107838646,0.7108376743729417,0.9273917785462831,0.6733626423176643
A1_world_pairwise,reverse,20,MET_PA13.nii.gz,full_volume,215295,41242,5060386,12805,0.8884794186164078,0.8392356658103899,0.9438623410784743,0.7993369025254138
A1_world_pairwise,reverse,20,HCC_10074592_20130816.nii.gz,full_volume,260074,79739,3853126,7061,0.8569893961261921,0.765344468869643,0.9735676717764427,0.7497650443676954
A1_world_pairwise,reverse,20,CYST_PA19.nii.gz,full_volume,246716,39318,5673623,25487,0.8839113136535199,0.8625408168259717,0.9063676741255607,0.791972290792595
A1_world_pairwise,reverse,20,HEM_PA13.nii.gz,full_volume,402424,75235,5734735,32436,0.8820068404055148,0.8424922381866562,0.9254104769351056,0.7889197110342191
A2_joint_pairwise,forward,4,HEM_PA81.nii.gz,full_volume,1002353,169479,13573330,540086,0.7385798986173452,0.8553726131390847,0.6498493619520772,0.5855146099287466
A2_joint_pairwise,forward,4,HEM_PA89.nii.gz,full_volume,483999,138574,6946172,174228,0.7557760774515928,0.7774172667301665,0.7353071204918668,0.607427701521459
A2_joint_pairwise,forward,4,HEM_PA101.nii.gz,full_volume,763840,121738,13314654,255958,0.8017735082209496,0.8625327187441423,0.7490110786645983,0.6691335183472094
A2_joint_pairwise,forward,4,HCC_10020116_20180118.nii.gz,full_volume,223145,71326,2975579,34498,0.8083294392100182,0.7577825999843788,0.866101543608792,0.6783161939270873
A2_joint_pairwise,forward,4,MET_PA13.nii.gz,full_volume,200899,29616,5072012,27201,0.8761117713114486,0.8715224605774028,0.8807496711968434,0.7795363888932003
