variant,reliability_source,epoch,step,case,patch_index,augmentation,pseudo_positive_voxels,pseudo_negative_voxels,positive_fraction,positive_weight_sum,positive_weight_mean,L_pos,negative_weight_sum,negative_weight_mean,L_neg,total_loss
A2_joint_product,joint_product,2,77,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,78,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,329.48406982421875,0.0015405883314087987,0.018529951572418213,1943334.5,0.2831190228462219,0.00024176716397050768,0.009385859593749046
A2_joint_product,joint_product,2,79,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,0.008260665461421013,2.118662678185501e-06,0.47121840715408325,1770836.75,0.25033071637153625,0.00533225666731596,0.23827533423900604
A2_joint_product,joint_product,2,80,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,2218.395751953125,0.008737281896173954,0.0009443342569284141,2115814.0,0.31005534529685974,3.0395254725590348e-05,0.00048736477037891746
A2_joint_product,joint_product,2,81,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,82,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,998.0242919921875,0.004583412315696478,0.0029691215604543686,1947229.375,0.2838468551635742,0.00016374664846807718,0.001566434046253562
A2_joint_product,joint_product,2,83,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,84,HEM_PA13.nii.gz,1,gamma:0.3,345692,6732196,0.048841122537851334,674.955078125,0.001952475169673562,0.002906263107433915,2005440.125,0.2978879511356354,4.017798346467316e-05,0.001473220530897379
A2_joint_product,joint_product,2,85,HCC_10142924_20170911.nii.gz,0,gamma:0.3,11022,7066866,0.0015572442207485437,0.034774214029312134,3.154982096020831e-06,0.08252410590648651,1777510.75,0.25152742862701416,9.93873254628852e-06,0.041267022490501404
A2_joint_product,joint_product,2,86,HCC_10142924_20170911.nii.gz,1,blur:1.5,179460,6898428,0.02535502053797245,741.774658203125,0.004133370704948902,0.00951689388602972,1996459.375,0.289407879114151,0.00023187915212474763,0.0048743863590061665
A2_joint_product,joint_product,2,87,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,88,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,996.4360961914062,0.00510691711679101,0.0006800721166655421,1973038.875,0.28666335344314575,1.3437842426355928e-05,0.0003467549686320126
A2_joint_product,joint_product,2,89,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,3.157656192779541,6.563136412296444e-05,0.12052276730537415,1724354.375,0.24529294669628143,5.87796023410192e-07,0.06026167795062065
A2_joint_product,joint_product,2,90,HCC_10147777_20171222.nii.gz,1,blur:1.5,228868,6849020,0.032335635274648666,299.2966613769531,0.001307726139202714,0.2577804923057556,1966444.625,0.2871132791042328,0.00023684219922870398,0.12900866568088531
A2_joint_product,joint_product,2,91,HCC_PA0.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,92,HCC_PA0.nii.gz,1,gamma:0.3,1135813,5942075,0.16047343611717224,47472.6171875,0.04179615527391434,0.0014586232136934996,2185431.0,0.36778920888900757,0.000112762616481632,0.0007856929441913962
A2_joint_product,joint_product,2,93,CYST_PA37.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,94,CYST_PA37.nii.gz,1,blur:1.5,202150,6875738,0.028560779988765717,229.84429931640625,0.0011369987623766065,0.04299735277891159,2045497.875,0.297495037317276,7.830061804270372e-05,0.02153782732784748
A2_joint_product,joint_product,2,95,ICC_PA18.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,96,ICC_PA18.nii.gz,1,gamma:0.3,831496,6246392,0.11747798323631287,20736.501953125,0.024938786402344704,0.0013535714242607355,2178633.75,0.3487827181816101,7.802545587765053e-05,0.0007157984655350447
A2_joint_product,joint_product,2,97,HCC_10081574_20140213.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,1.6179102502178466e-08,1.6179102502178466e-08
A2_joint_product,joint_product,2,98,HCC_10081574_20140213.nii.gz,1,blur:1.5,217923,6859965,0.030789269134402275,2088.486328125,0.009583598002791405,0.0014543130528181791,2046547.625,0.2983320951461792,0.00017856567865237594,0.000816439394839108
A2_joint_product,joint_product,2,99,MET_PA19.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,100,MET_PA19.nii.gz,1,gamma:0.3,183634,6894254,0.025944745168089867,96.25883483886719,0.0005241885082796216,0.004648303147405386,1953373.25,0.28333353996276855,1.2482575584726874e-05,0.0023303928319364786
A2_joint_product,joint_product,2,101,HEM_PA24.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,102,HEM_PA24.nii.gz,1,blur:1.5,241542,6836346,0.03412628173828125,682.2576904296875,0.0028245924040675163,0.011406974866986275,1988087.125,0.29081135988235474,0.00011042726691812277,0.005758700892329216
A2_joint_product,joint_product,2,103,CYST_PA74.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,104,CYST_PA74.nii.gz,1,gamma:0.3,258931,6818957,0.03658308833837509,1753.06982421875,0.006770413368940353,0.00027601339388638735,1934389.875,0.283678263425827,2.148145722458139e-05,0.00014874742191750556
A2_joint_product,joint_product,2,105,HEM_PA34.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,106,HEM_PA34.nii.gz,1,blur:1.5,293538,6784350,0.04147254303097725,1743.401123046875,0.005939268972724676,0.0021830773912370205,1957705.625,0.28856199979782104,0.00013613243936561048,0.0011596048716455698
A2_joint_product,joint_product,2,107,FNH_PA32.nii.gz,0,blur:1.5,82806,6995082,0.011699252761900425,13.787569046020508,0.00016650446923449636,0.020910950377583504,1759979.125,0.2516023516654968,1.7145359834103147e-06,0.010456332005560398
A2_joint_product,joint_product,2,108,FNH_PA32.nii.gz,1,gamma:0.3,284258,6793630,0.04016141593456268,377.1343078613281,0.0013267324538901448,0.001525178668089211,1849202.0,0.2721964716911316,2.60305569099728e-06,0.0007638908573426306
A2_joint_product,joint_product,2,109,FNH_PA10.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,2,110,FNH_PA10.nii.gz,1,blur:1.5,863052,6214836,0.1219363734126091,16670.0625,0.019315246492624283,0.0010618894593790174,2175838.0,0.35010382533073425,0.0005134958191774786,0.0007876926101744175
A2_joint_product,joint_product,2,111,CYST_PA54.nii.gz,0,blur:1.5,84090,6993798,0.011880663223564625,16.072322845458984,0.00019113239250145853,0.041534826159477234,1749976.0,0.2502182424068451,1.8381789459454012e-06,0.020768331363797188
A2_joint_product,joint_product,2,112,CYST_PA54.nii.gz,1,gamma:0.3,231321,6846567,0.032682206481695175,300.3991394042969,0.0012986245565116405,0.0008943932480178773,1906823.25,0.27850791811943054,5.323172445059754e-06,0.0004498581984080374
A2_joint_product,joint_product,2,113,CYST_PA53.nii.gz,0,gamma:0.3,256227,6821661,0.036201052367687225,650.99560546875,0.0025406985078006983,0.00029752260888926685,1919703.25,0.28141286969184875,5.985474217595765e-06,0.00015175403677858412
A2_joint_product,joint_product,2,114,CYST_PA53.nii.gz,1,blur:1.5,395200,6682688,0.05583586543798447,1338.9393310546875,0.0033880043774843216,0.0071492246352136135,1936233.875,0.2897387742996216,8.848168363329023e-06,0.003579036332666874
A2_joint_product,joint_product,2,115,CYST_PA38.nii.gz,0,blur:1.5,48054,7029834,0.0067893136292696,9.544947624206543,0.0001986296265386045,0.015285325236618519,1779675.125,0.2531603276729584,1.8803519878929364e-06,0.007643602788448334
A2_joint_product,joint_product,2,116,CYST_PA38.nii.gz,1,gamma:0.3,227620,6850268,0.03215930983424187,236.86639404296875,0.001040622009895742,0.0007330267690122128,1911252.875,0.2790040969848633,2.3615066311322153e-06,0.00036769412690773606
A2_joint_product,joint_product,2,117,HEM_PA66.nii.gz,0,gamma:0.3,50026,7027862,0.007067927625030279,4.978174209594727,9.951173706213012e-05,0.0029729981906712055,1799394.0,0.256037175655365,5.5653850949966e-07,0.0014867773279547691
A2_joint_product,joint_product,2,118,HEM_PA66.nii.gz,1,blur:1.5,240303,6837585,0.033951230347156525,240.6309814453125,0.0010013649007305503,0.0062873512506484985,1842753.75,0.2695035934448242,4.543984232441289e-06,0.0031459475867450237
A2_joint_product,joint_product,2,119,HEM_PA56.nii.gz,0,blur:1.5,84305,6993583,0.011911039240658283,9.464668273925781,0.00011226698552491143,0.017163587734103203,1771196.0,0.25326016545295715,8.160188258443668e-07,0.008582201786339283
A2_joint_product,joint_product,2,120,HEM_PA56.nii.gz,1,gamma:0.3,386275,6691613,0.05457489565014839,1361.71337890625,0.0035252433735877275,0.000605206994805485,1922765.25,0.28733956813812256,4.685420208261348e-06,0.0003049462102353573
A2_joint_product,joint_product,3,121,HEM_PA99.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,122,HEM_PA99.nii.gz,1,blur:1.5,396016,6681872,0.055951155722141266,3379.462890625,0.008533651940524578,0.010923336260020733,2005543.625,0.3001469671726227,0.00012753943155985326,0.0055254376493394375
A2_joint_product,joint_product,3,123,HCC_10140276_20170721.nii.gz,0,blur:1.5,31095,7046793,0.0043932595290243626,0.9069969654083252,2.9168579203542322e-05,0.5446811318397522,1722289.125,0.244407519698143,8.647822141938377e-06,0.2723448872566223
A2_joint_product,joint_product,3,124,HCC_10140276_20170721.nii.gz,1,gamma:0.3,182908,6894980,0.025842173025012016,203.26239013671875,0.0011112821521237493,0.004886473994702101,2011968.875,0.29180198907852173,2.5873670892906375e-05,0.0024561737664043903
A2_joint_product,joint_product,3,125,HEM_PA97.nii.gz,0,gamma:0.3,29498,7048390,0.004167627543210983,0.5313544273376465,1.8013235603575595e-05,0.017439913004636765,1793645.625,0.2544759213924408,1.509633057139581e-05,0.00872750487178564
A2_joint_product,joint_product,3,126,HEM_PA97.nii.gz,1,blur:1.5,279722,6798166,0.03952054679393768,258.44677734375,0.0009239415521733463,0.14095273613929749,1919218.375,0.28231412172317505,0.00020004258840344846,0.07057639211416245
A2_joint_product,joint_product,3,127,CYST_PA69.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,128,CYST_PA69.nii.gz,1,gamma:0.3,435849,6642039,0.061578962951898575,2869.322509765625,0.006583294831216335,0.003249167697504163,1931668.25,0.2908245921134949,0.00026930661988444626,0.0017592371441423893
A2_joint_product,joint_product,3,129,HCC_10076307_20130925.nii.gz,0,gamma:0.3,14673,7063215,0.0020730760879814625,0.05134439468383789,3.499243121041218e-06,0.02599293179810047,1779557.0,0.25194716453552246,9.844222404353786e-06,0.013001387938857079
A2_joint_product,joint_product,3,130,HCC_10076307_20130925.nii.gz,1,blur:1.5,230690,6847198,0.03259305655956268,208.19859313964844,0.0009025037870742381,0.07955016195774078,1981415.25,0.28937605023384094,0.00038144440623000264,0.039965804666280746
A2_joint_product,joint_product,3,131,CYST_PA20.nii.gz,0,blur:1.5,7532,7070356,0.001064159208908677,0.13259020447731018,1.760358463798184e-05,0.1521105021238327,1779917.125,0.2517436444759369,0.0006195213063620031,0.07636500895023346
A2_joint_product,joint_product,3,132,CYST_PA20.nii.gz,1,gamma:0.3,230686,6847202,0.03259249031543732,909.6148681640625,0.003943086601793766,0.00034891540417447686,2023201.75,0.29547861218452454,3.0782011890551075e-05,0.00018984870985150337
A2_joint_product,joint_product,3,133,CYST_PA56.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,134,CYST_PA56.nii.gz,1,blur:1.5,259412,6818476,0.036651045083999634,885.6433715820312,0.003414041828364134,0.020426273345947266,2001620.875,0.29355838894844055,0.00022132501180749387,0.010323799215257168
A2_joint_product,joint_product,3,135,HCC_10136895_20170421.nii.gz,0,blur:1.5,31005,7046883,0.0043805441819131374,2.551334857940674,8.228785009123385e-05,0.07938431203365326,1797925.5,0.25513768196105957,0.004774588160216808,0.04207944869995117
A2_joint_product,joint_product,3,136,HCC_10136895_20170421.nii.gz,1,gamma:0.3,257228,6820660,0.03634247928857803,648.810546875,0.002522316761314869,0.003185537876561284,1953535.375,0.28641441464424133,9.356228110846132e-05,0.0016395500861108303
A2_joint_product,joint_product,3,137,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,138,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,329.48406982421875,0.0015405883314087987,0.00977340992540121,1943334.5,0.2831190228462219,0.0007220405386760831,0.005247725173830986
A2_joint_product,joint_product,3,139,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,0.008260665461421013,2.118662678185501e-06,0.31983768939971924,1770836.75,0.25033071637153625,0.007346317637711763,0.16359201073646545
A2_joint_product,joint_product,3,140,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,2218.395751953125,0.008737281896173954,0.0010539385257288814,2115814.0,0.31005534529685974,6.412769289454445e-05,0.0005590331275016069
A2_joint_product,joint_product,3,141,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,142,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,998.0242919921875,0.004583412315696478,0.0018704640679061413,1947229.375,0.2838468551635742,0.00035516690695658326,0.0011128154583275318
A2_joint_product,joint_product,3,143,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,144,HEM_PA13.nii.gz,1,gamma:0.3,345692,6732196,0.048841122537851334,674.955078125,0.001952475169673562,0.0016275137895718217,2005440.125,0.2978879511356354,7.278184057213366e-05,0.0008501478005200624
A2_joint_product,joint_product,3,145,HCC_10142924_20170911.nii.gz,0,gamma:0.3,11022,7066866,0.0015572442207485437,0.034774214029312134,3.154982096020831e-06,0.03364091366529465,1777510.75,0.25152742862701416,2.4295133698615246e-05,0.016832605004310608
A2_joint_product,joint_product,3,146,HCC_10142924_20170911.nii.gz,1,blur:1.5,179460,6898428,0.02535502053797245,741.774658203125,0.004133370704948902,0.007520147133618593,1996459.375,0.289407879114151,0.0003830555360764265,0.003951601218432188
A2_joint_product,joint_product,3,147,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,148,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,996.4360961914062,0.00510691711679101,0.0001790431997505948,1973038.875,0.28666335344314575,3.228450441383757e-05,0.00010566385026322678
A2_joint_product,joint_product,3,149,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,3.157656192779541,6.563136412296444e-05,0.005413602571934462,1724354.375,0.24529294669628143,7.101562005118467e-06,0.0027103519532829523
A2_joint_product,joint_product,3,150,HCC_10147777_20171222.nii.gz,1,blur:1.5,228868,6849020,0.032335635274648666,299.2966613769531,0.001307726139202714,0.09714950621128082,1966444.625,0.2871132791042328,0.0003509501984808594,0.04875022917985916
A2_joint_product,joint_product,3,151,HCC_PA0.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,152,HCC_PA0.nii.gz,1,gamma:0.3,1135813,5942075,0.16047343611717224,47472.6171875,0.04179615527391434,0.0018168503884226084,2185431.0,0.36778920888900757,0.0002861641114577651,0.0010515071917325258
A2_joint_product,joint_product,3,153,CYST_PA37.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,154,CYST_PA37.nii.gz,1,blur:1.5,202150,6875738,0.028560779988765717,229.84429931640625,0.0011369987623766065,0.022645654156804085,2045497.875,0.297495037317276,0.00011172975791851059,0.011378691531717777
A2_joint_product,joint_product,3,155,ICC_PA18.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,156,ICC_PA18.nii.gz,1,gamma:0.3,831496,6246392,0.11747798323631287,20736.501953125,0.024938786402344704,0.0014573893276974559,2178633.75,0.3487827181816101,0.0001071601000148803,0.0007822746993042529
A2_joint_product,joint_product,3,157,HCC_10081574_20140213.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,3.715863380882034e-11,3.715863380882034e-11
A2_joint_product,joint_product,3,158,HCC_10081574_20140213.nii.gz,1,blur:1.5,217923,6859965,0.030789269134402275,2088.486328125,0.009583598002791405,0.0007703460869379342,2046547.625,0.2983320951461792,0.0002685999497771263,0.0005194729892536998
A2_joint_product,joint_product,3,159,MET_PA19.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,160,MET_PA19.nii.gz,1,gamma:0.3,183634,6894254,0.025944745168089867,96.25883483886719,0.0005241885082796216,0.0033272600267082453,1953373.25,0.28333353996276855,3.2025182008510455e-05,0.001679642591625452
A2_joint_product,joint_product,3,161,HEM_PA24.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,162,HEM_PA24.nii.gz,1,blur:1.5,241542,6836346,0.03412628173828125,682.2576904296875,0.0028245924040675163,0.007549084722995758,1988087.125,0.29081135988235474,0.00015920292935334146,0.003854143898934126
A2_joint_product,joint_product,3,163,CYST_PA74.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,164,CYST_PA74.nii.gz,1,gamma:0.3,258931,6818957,0.03658308833837509,1753.06982421875,0.006770413368940353,0.00015898807032499462,1934389.875,0.283678263425827,3.696576823131181e-05,9.797691745916381e-05
A2_joint_product,joint_product,3,165,HEM_PA34.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,166,HEM_PA34.nii.gz,1,blur:1.5,293538,6784350,0.04147254303097725,1743.401123046875,0.005939268972724676,0.0012704504188150167,1957705.625,0.28856199979782104,0.0002971944340970367,0.000783822441007942
A2_joint_product,joint_product,3,167,FNH_PA32.nii.gz,0,blur:1.5,82806,6995082,0.011699252761900425,13.787569046020508,0.00016650446923449636,0.022124681621789932,1759979.125,0.2516023516654968,2.747053486018558e-06,0.011063714511692524
A2_joint_product,joint_product,3,168,FNH_PA32.nii.gz,1,gamma:0.3,284258,6793630,0.04016141593456268,377.1343078613281,0.0013267324538901448,0.0011958066606894135,1849202.0,0.2721964716911316,3.181227839377243e-06,0.0005994939710944891
A2_joint_product,joint_product,3,169,FNH_PA10.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,3,170,FNH_PA10.nii.gz,1,blur:1.5,863052,6214836,0.1219363734126091,16670.0625,0.019315246492624283,0.0007585820276290178,2175838.0,0.35010382533073425,0.0003698626533150673,0.0005642223404720426
A2_joint_product,joint_product,3,171,CYST_PA54.nii.gz,0,blur:1.5,84090,6993798,0.011880663223564625,16.072322845458984,0.00019113239250145853,0.027799835428595543,1749976.0,0.2502182424068451,2.6822599465958774e-06,0.013901258818805218
A2_joint_product,joint_product,3,172,CYST_PA54.nii.gz,1,gamma:0.3,231321,6846567,0.032682206481695175,300.3991394042969,0.0012986245565116405,0.000482185889268294,1906823.25,0.27850791811943054,5.025172413297696e-06,0.00024360553652513772
A2_joint_product,joint_product,3,173,CYST_PA53.nii.gz,0,gamma:0.3,256227,6821661,0.036201052367687225,650.99560546875,0.0025406985078006983,0.0002213158004451543,1919703.25,0.28141286969184875,5.743056590290507e-06,0.00011352942965459079
A2_joint_product,joint_product,3,174,CYST_PA53.nii.gz,1,blur:1.5,395200,6682688,0.05583586543798447,1338.9393310546875,0.0033880043774843216,0.004828045144677162,1936233.875,0.2897387742996216,2.170551124436315e-05,0.0024248752743005753
A2_joint_product,joint_product,3,175,CYST_PA38.nii.gz,0,blur:1.5,48054,7029834,0.0067893136292696,9.544947624206543,0.0001986296265386045,0.010791787877678871,1779675.125,0.2531603276729584,2.1281948647811078e-06,0.005396957974880934
A2_joint_product,joint_product,3,176,CYST_PA38.nii.gz,1,gamma:0.3,227620,6850268,0.03215930983424187,236.86639404296875,0.001040622009895742,0.0004031908174511045,1911252.875,0.2790040969848633,3.7143868212297093e-06,0.00020345259690657258
A2_joint_product,joint_product,3,177,HEM_PA66.nii.gz,0,gamma:0.3,50026,7027862,0.007067927625030279,4.978174209594727,9.951173706213012e-05,0.0013578843791037798,1799394.0,0.256037175655365,8.353562179763685e-07,0.0006793598877266049
A2_joint_product,joint_product,3,178,HEM_PA66.nii.gz,1,blur:1.5,240303,6837585,0.033951230347156525,240.6309814453125,0.0010013649007305503,0.00345594878308475,1842753.75,0.2695035934448242,6.01536839894834e-06,0.0017309820977970958
A2_joint_product,joint_product,3,179,HEM_PA56.nii.gz,0,blur:1.5,84305,6993583,0.011911039240658283,9.464668273925781,0.00011226698552491143,0.009259743615984917,1771196.0,0.25326016545295715,1.6052543969635735e-06,0.004630674608051777
A2_joint_product,joint_product,3,180,HEM_PA56.nii.gz,1,gamma:0.3,386275,6691613,0.05457489565014839,1361.71337890625,0.0035252433735877275,0.0005134199163876474,1922765.25,0.28733956813812256,1.0478594049345702e-05,0.00026194925885647535
A2_joint_product,joint_product,4,181,HEM_PA99.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,4,182,HEM_PA99.nii.gz,1,blur:1.5,396016,6681872,0.055951155722141266,3379.462890625,0.008533651940524578,0.005341319367289543,2005543.625,0.3001469671726227,0.0002632541873026639,0.0028022867627441883
A2_joint_product,joint_product,4,183,HCC_10140276_20170721.nii.gz,0,blur:1.5,31095,7046793,0.0043932595290243626,0.9069969654083252,2.9168579203542322e-05,0.28717225790023804,1722289.125,0.244407519698143,2.0753834178321995e-05,0.14359650015830994
A2_joint_product,joint_product,4,184,HCC_10140276_20170721.nii.gz,1,gamma:0.3,182908,6894980,0.025842173025012016,203.26239013671875,0.0011112821521237493,0.002150475513190031,2011968.875,0.29180198907852173,5.0714592362055555e-05,0.0011005951091647148
A2_joint_product,joint_product,4,185,HEM_PA97.nii.gz,0,gamma:0.3,29498,7048390,0.004167627543210983,0.5313544273376465,1.8013235603575595e-05,0.015638161450624466,1793645.625,0.2544759213924408,1.2976119251106866e-05,0.007825569249689579
A2_joint_product,joint_product,4,186,HEM_PA97.nii.gz,1,blur:1.5,279722,6798166,0.03952054679393768,258.44677734375,0.0009239415521733463,0.11404174566268921,1919218.375,0.28231412172317505,0.00041634944500401616,0.057229045778512955
A2_joint_product,joint_product,4,187,CYST_PA69.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,4,188,CYST_PA69.nii.gz,1,gamma:0.3,435849,6642039,0.061578962951898575,2869.322509765625,0.006583294831216335,0.0025293033104389906,1931668.25,0.2908245921134949,0.00034212926402688026,0.0014357162872329354
A2_joint_product,joint_product,4,189,HCC_10076307_20130925.nii.gz,0,gamma:0.3,14673,7063215,0.0020730760879814625,0.05134439468383789,3.499243121041218e-06,0.02067641168832779,1779557.0,0.25194716453552246,0.0001083909155568108,0.010392401367425919
A2_joint_product,joint_product,4,190,HCC_10076307_20130925.nii.gz,1,blur:1.5,230690,6847198,0.03259305655956268,208.19859313964844,0.0009025037870742381,0.045777179300785065,1981415.25,0.28937605023384094,0.0007378347800113261,0.023257507011294365
A2_joint_product,joint_product,4,191,CYST_PA20.nii.gz,0,blur:1.5,7532,7070356,0.001064159208908677,0.13259020447731018,1.760358463798184e-05,0.05197396129369736,1779917.125,0.2517436444759369,0.0009654175955802202,0.02646968886256218
A2_joint_product,joint_product,4,192,CYST_PA20.nii.gz,1,gamma:0.3,230686,6847202,0.03259249031543732,909.6148681640625,0.003943086601793766,0.00016087331459857523,2023201.75,0.29547861218452454,9.414524538442492e-05,0.00012750927999150008
A2_joint_product,joint_product,4,193,CYST_PA56.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,4,194,CYST_PA56.nii.gz,1,blur:1.5,259412,6818476,0.036651045083999634,885.6433715820312,0.003414041828364134,0.007939554750919342,2001620.875,0.29355838894844055,0.0005275940056890249,0.004233574494719505
A2_joint_product,joint_product,4,195,HCC_10136895_20170421.nii.gz,0,blur:1.5,31005,7046883,0.0043805441819131374,2.551334857940674,8.228785009123385e-05,0.059238165616989136,1797925.5,0.25513768196105957,0.005194739438593388,0.032216452062129974
A2_joint_product,joint_product,4,196,HCC_10136895_20170421.nii.gz,1,gamma:0.3,257228,6820660,0.03634247928857803,648.810546875,0.002522316761314869,0.0019831310492008924,1953535.375,0.28641441464424133,8.666252688271925e-05,0.0010348968207836151
A2_joint_product,joint_product,4,197,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,4,198,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,329.48406982421875,0.0015405883314087987,0.005650265142321587,1943334.5,0.2831190228462219,0.0012935942504554987,0.003471929579973221
A2_joint_product,joint_product,4,199,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,0.008260665461421013,2.118662678185501e-06,0.13190636038780212,1770836.75,0.25033071637153625,0.010875296778976917,0.07139082998037338
A2_joint_product,joint_product,4,200,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,2218.395751953125,0.008737281896173954,0.0005369431455619633,2115814.0,0.31005534529685974,0.00010341963934479281,0.0003201813960913569
A2_joint_product,joint_product,4,201,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
A2_joint_product,joint_product,4,202,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,998.0242919921875,0.004583412315696478,0.00117042928468436,1947229.375,0.2838468551635742,0.0005238463636487722,0.0008471378241665661
A2_joint_product,joint_product,4,203,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,1769472.0,0.25,0.0,0.0
