case,patch_count,action_count,mean_normalized_mse,gradient_norm,optimizer_updates,gamma_minus0.30_mean_normalized_mse,gamma_plus0.30_mean_normalized_mse,gaussian_noise_plus0.02_mean_normalized_mse,gaussian_noise_plus0.05_mean_normalized_mse,bias_field_plus0.05_mean_normalized_mse,bias_field_plus0.15_mean_normalized_mse,epoch,case_position,epoch_mean_normalized_mse
HEM_PA97.nii.gz,50,6,0.05302519566224267,0.005050245672464371,1,0.029365914948284624,0.02117112250998616,0.01757318957708776,0.0774744162708521,0.030011444203555584,0.1425550864636898,5,9,0.033516179782010755
ICC_PA18.nii.gz,20,6,0.0434706446986335,0.006141527555882931,1,0.028110352624207736,0.019972486607730388,0.014363665576092898,0.06676967963576316,0.025950975716114044,0.10565670803189278,5,10,0.033516179782010755
HEM_PA34.nii.gz,20,6,0.043335189561670026,0.008171698078513145,1,0.016608145926147698,0.010311658610589802,0.01111063661519438,0.054432667419314386,0.034852888295426966,0.1326951405033469,5,11,0.033516179782010755
HEM_PA24.nii.gz,16,6,0.031366411062966414,0.00469245808199048,1,0.012846050580265,0.008863167749950662,0.005542708036955446,0.03587847447488457,0.021116299845743924,0.10395176568999887,5,12,0.033516179782010755
MET_PA13.nii.gz,20,6,0.04976344304935386,0.0077497283928096294,1,0.01924571148119867,0.012497865338809788,0.011705459817312658,0.057394112227484584,0.045141829969361426,0.152595679461956,5,13,0.033516179782010755
FNH_PA10.nii.gz,20,6,0.05019134345542019,0.006556489039212465,1,0.02347424947656691,0.014284422155469656,0.037937884451821446,0.11700300313532352,0.022868220158852638,0.08558028135448695,5,14,0.033516179782010755
CYST_PA69.nii.gz,60,6,0.03934967082653505,0.007684994954615831,1,0.026473724624762933,0.017320925369858742,0.013643660120821247,0.06724010398611427,0.015477696301726003,0.09594191455592711,5,15,0.033516179782010755
HCC_10142924_20170911.nii.gz,15,6,0.049328322077376974,0.006354131735861301,1,0.01793494764715433,0.013783124772210916,0.010288031337161859,0.05256976385911306,0.03240039758384228,0.1689936672647794,5,16,0.033516179782010755
HCC_10136895_20170421.nii.gz,15,6,0.033986957505759266,0.0038269476499408484,1,0.02093371854474147,0.017017162777483462,0.0086421649903059,0.04806966483592987,0.013746933328608673,0.09551210055748621,5,17,0.033516179782010755
HCC_10140276_20170721.nii.gz,15,6,0.02375531704423742,0.0037969318218529224,1,0.016750586902101836,0.012354434964557489,0.005886157959078749,0.035592560470104215,0.00888645847638448,0.06306170349319776,5,18,0.033516179782010755
CYST_PA54.nii.gz,2,6,0.011720734046927342,0.0038523338735103607,1,0.011331057641655207,0.006870988057926297,0.0031548694241791964,0.018610100261867046,0.0038860683562234044,0.026471320539712906,5,19,0.033516179782010755
CYST_PA37.nii.gz,16,6,0.03392137041858708,0.006982841528952122,1,0.014664252055808902,0.010350765311159194,0.007178894826211035,0.04132801352534443,0.021808115299791098,0.10819818149320781,5,20,0.033516179782010755
HCC_10074592_20130816.nii.gz,15,6,0.028651472729527287,0.0024477276019752026,1,0.019563578503827252,0.013400153381129105,0.007057143623630206,0.04048486898342769,0.01081887229035298,0.0805842195947965,5,21,0.033516179782010755
HCC_PA0.nii.gz,25,6,0.03946038367537161,0.00375884841196239,1,0.026732964180409907,0.01570413414388895,0.024482298027724027,0.09407228365540504,0.01384511262178421,0.0619255094230175,5,22,0.033516179782010755
HCC_10147777_20171222.nii.gz,12,6,0.031072460845785424,0.006232595071196556,1,0.01694514035868148,0.012747944022218386,0.0067333722254261374,0.03750470389301578,0.014577555392558375,0.09792604918281238,5,23,0.033516179782010755
CYST_PA38.nii.gz,3,6,0.011928779305890203,0.0033168161753565073,1,0.012811497474710146,0.006571022793650627,0.0043900572539617615,0.025938700263698895,0.0028307444881647825,0.019030653561155002,5,24,0.033516179782010755
HEM_PA56.nii.gz,3,6,0.018812848358518548,0.00228405580855906,1,0.016054390308757622,0.010339123196899891,0.004853075525412957,0.0314838190873464,0.007167364625881116,0.0429793174068133,5,25,0.033516179782010755
CYST_PA56.nii.gz,20,6,0.03501074766779008,0.008840739727020264,1,0.013822311675176025,0.009883121820166707,0.00629339631414041,0.03866352178156376,0.026374473166652024,0.11502766124904155,5,26,0.033516179782010755
CYST_PA20.nii.gz,12,6,0.014168736418165887,0.0029949916061013937,1,0.01225996638337771,0.007705963837603728,0.0031069867157687745,0.021336227267359693,0.004430907293378065,0.036172367011507355,5,27,0.033516179782010755
FNH_PA32.nii.gz,3,6,0.01776807969953451,0.0027710814028978348,1,0.014282526137928167,0.008427058657010397,0.007388897705823183,0.03983140550553799,0.004961952877541383,0.031716637313365936,5,28,0.033516179782010755
HEM_PA66.nii.gz,3,6,0.016839232231076393,0.0031308168545365334,1,0.01416167834152778,0.008191071605930725,0.004641803835208218,0.030535429095228512,0.005654999520629644,0.03785041098793348,5,29,0.033516179782010755
CYST_PA53.nii.gz,2,6,0.011262974177952856,0.002149962354451418,1,0.012571102008223534,0.006381397135555744,0.002902907901443541,0.01736892992630601,0.0037794853560626507,0.024574022740125656,5,30,0.033516179782010755
